PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"24357849","Large numbers of individuals are required to classify and define risk for rare variants in known cancer risk genes","Shirts BH, Jacobson A, Jarvik GP, Browning BL.","Genet Med. 2014 Jul;16(7):529-34. doi: 10.1038/gim.2013.187. Epub 2013 Dec 19.","Shirts BH","Genet Med","2014","2013/12/21","PMC4063879","NIHMS552513","10.1038/gim.2013.187"
"24348686","Premature guidance about whole-genome sequencing","Ross LF, Rothstein MA, Clayton EW.","Per Med. 2013 Aug 1;10(6):523-526. doi: 10.2217/pme.13.51.","Ross LF","Per Med","2013","2013/12/19","PMC3859526","NIHMS532626","10.2217/pme.13.51"
"24345347","Biobanks containing clinical specimens: defining characteristics, policies, and practices","Edwards T, Cadigan RJ, Evans JP, Henderson GE.","Clin Biochem. 2014 Mar;47(4-5):245-51. doi: 10.1016/j.clinbiochem.2013.11.023. Epub 2013 Dec 15.","Edwards T","Clin Biochem","2014","2013/12/19","PMC3959281","NIHMS552815","10.1016/j.clinbiochem.2013.11.023"
"24316776","The NCGENES project: exploring the new world of genome sequencing","Foreman AK, Lee K, Evans JP.","N C Med J. 2013 Nov-Dec;74(6):500-4.","Foreman AK","N C Med J","2013","2013/12/10","","",""
"24316774","Direct-to-consumer genomic testing offers little clinical utility but appears to cause minimal harm","Adams SD, Evans JP, Aylsworth AS.","N C Med J. 2013 Nov-Dec;74(6):494-8.","Adams SD","N C Med J","2013","2013/12/10","","",""
"24291212","Systems biology and the analysis of genetic variation","Sunyaev SR, Roth FP.","Curr Opin Genet Dev. 2013 Dec;23(6):599-601. doi: 10.1016/j.gde.2013.11.010. Epub 2013 Nov 28.","Sunyaev SR","Curr Opin Genet Dev","2013","2013/12/03","PMC4116483","NIHMS609070","10.1016/j.gde.2013.11.010"
"24216219","A randomized trial of the clinical utility of genetic testing for obesity: design and implementation considerations","Wang C, Gordon ES, Stack CB, Liu CT, Norkunas T, Wawak L, Christman MF, Green RC, Bowen DJ.","Clin Trials. 2014 Feb;11(1):102-13. doi: 10.1177/1740774513508029. Epub 2013 Nov 11.","Wang C","Clin Trials","2014","2013/11/13","PMC3946398","NIHMS525464","10.1177/1740774513508029"
"24195999","Processes and preliminary outputs for identification of actionable genes as incidental findings in genomic sequence data in the Clinical Sequencing Exploratory Research Consortium","Berg JS, Amendola LM, Eng C, Van Allen E, Gray SW, Wagle N, Rehm HL, DeChene ET, Dulik MC, Hisama FM, Burke W, Spinner NB, Garraway L, Green RC, Plon S, Evans JP, Jarvik GP; Members of the CSER Actionability and Return of Results Working Group.","Genet Med. 2013 Nov;15(11):860-7. doi: 10.1038/gim.2013.133. Epub 2013 Oct 24.","Berg JS","Genet Med","2013","2013/11/08","PMC3935342","NIHMS542148","10.1038/gim.2013.133"
"24185510","Activating ESR1 mutations in hormone-resistant metastatic breast cancer","Robinson DR, Wu YM, Vats P, Su F, Lonigro RJ, Cao X, Kalyana-Sundaram S, Wang R, Ning Y, Hodges L, Gursky A, Siddiqui J, Tomlins SA, Roychowdhury S, Pienta KJ, Kim SY, Roberts JS, Rae JM, Van Poznak CH, Hayes DF, Chugh R, Kunju LP, Talpaz M, Schott AF, Chinnaiyan AM.","Nat Genet. 2013 Dec;45(12):1446-51. doi: 10.1038/ng.2823. Epub 2013 Nov 3.","Robinson DR","Nat Genet","2013","2013/11/05","PMC4009946","NIHMS571644","10.1038/ng.2823"
"24185007","A melanocyte lineage program confers resistance to MAP kinase pathway inhibition","Johannessen CM, Johnson LA, Piccioni F, Townes A, Frederick DT, Donahue MK, Narayan R, Flaherty KT, Wargo JA, Root DE, Garraway LA.","Nature. 2013 Dec 5;504(7478):138-42. doi: 10.1038/nature12688. Epub 2013 Nov 3.","Johannessen CM","Nature","2013","2013/11/05","PMC4098832","NIHMS526190","10.1038/nature12688"
"24178577","Molecular alterations and biomarkers in colorectal cancer","Grady WM, Pritchard CC.","Toxicol Pathol. 2014 Jan;42(1):124-39. doi: 10.1177/0192623313505155. Epub 2013 Oct 31.","Grady WM","Toxicol Pathol","2014","2013/11/02","PMC3947043","NIHMS518718","10.1177/0192623313505155"
"24158054","Informed consent for return of incidental findings in genomic research","Appelbaum PS, Waldman CR, Fyer A, Klitzman R, Parens E, Martinez J, Price WN 2nd, Chung WK.","Genet Med. 2014 May;16(5):367-73. doi: 10.1038/gim.2013.145. Epub 2013 Oct 24.","Appelbaum PS","Genet Med","2014","2013/10/26","PMC3999314","NIHMS525049","10.1038/gim.2013.145"
"24151055","A genetic counselor's guide to using next-generation sequencing in clinical practice","Facio FM, Lee K, O'Daniel JM.","J Genet Couns. 2014 Aug;23(4):455-62. doi: 10.1007/s10897-013-9662-7. Epub 2013 Oct 24.","Facio FM","J Genet Couns","2014","2013/10/24","","","10.1007/s10897-013-9662-7"
"24129030","Genomic medicine in primary care: barriers and assets","Vassy JL, Green RC, Lehmann LS.","Postgrad Med J. 2013 Nov;89(1057):615-6. doi: 10.1136/postgradmedj-2013-132093.","Vassy JL","Postgrad Med J","2013","2013/10/17","PMC3951755","NIHMS559027","10.1136/postgradmedj-2013-132093"
"24088130","Impact of genotype-guided dosing on anticoagulation visits for adults starting warfarin: a randomized controlled trial","Jonas DE, Evans JP, McLeod HL, Brode S, Lange LA, Young ML, Shilliday BB, Bardsley MM, Swinton-Jenkins NJ, Weck KE.","Pharmacogenomics. 2013 Oct;14(13):1593-603. doi: 10.2217/pgs.13.145.","Jonas DE","Pharmacogenomics","2013","2013/10/04","","","10.2217/pgs.13.145"
"24088041","Clinical whole-exome sequencing for the diagnosis of mendelian disorders","Yang Y, Muzny DM, Reid JG, Bainbridge MN, Willis A, Ward PA, Braxton A, Beuten J, Xia F, Niu Z, Hardison M, Person R, Bekheirnia MR, Leduc MS, Kirby A, Pham P, Scull J, Wang M, Ding Y, Plon SE, Lupski JR, Beaudet AL, Gibbs RA, Eng CM.","N Engl J Med. 2013 Oct 17;369(16):1502-11. doi: 10.1056/NEJMoa1306555. Epub 2013 Oct 2.","Yang Y","N Engl J Med","2013","2013/10/04","PMC4211433","NIHMS536469","10.1056/NEJMoa1306555"
"24077424","Returning genetic research results: study type matters","McGuire AL, Robinson JO, Ramoni RB, Morley DS, Jofe S, Plon SE.","Per Med. 2013 Jan;10(1):27-34. doi: 10.2217/pme.12.109.","McGuire AL","Per Med","2013","2013/10/01","PMC3783351","NIHMS491693","10.2217/pme.12.109"
"24071801","Processes and factors involved in decisions regarding return of incidental genomic findings in research","Klitzman R, Buquez B, Appelbaum PS, Fyer A, Chung WK.","Genet Med. 2014 Apr;16(4):311-7. doi: 10.1038/gim.2013.140. Epub 2013 Sep 26.","Klitzman R","Genet Med","2014","2013/09/28","PMC3966970","NIHMS538576","10.1038/gim.2013.140"
"24071794","A survey of informatics approaches to whole-exome and whole-genome clinical reporting in the electronic health record","Tarczy-Hornoch P, Amendola L, Aronson SJ, Garraway L, Gray S, Grundmeier RW, Hindorff LA, Jarvik G, Karavite D, Lebo M, Plon SE, Van Allen E, Weck KE, White PS, Yang Y.","Genet Med. 2013 Oct;15(10):824-32. doi: 10.1038/gim.2013.120. Epub 2013 Sep 26.","Tarczy-Hornoch P","Genet Med","2013","2013/09/28","PMC3951437","NIHMS548174","10.1038/gim.2013.120"
"24055113","Actionable, pathogenic incidental findings in 1,000 participants' exomes","Dorschner MO, Amendola LM, Turner EH, Robertson PD, Shirts BH, Gallego CJ, Bennett RL, Jones KL, Tokita MJ, Bennett JT, Kim JH, Rosenthal EA, Kim DS; National Heart, Lung, and Blood Institute Grand Opportunity Exome Sequencing Project; Tabor HK, Bamshad MJ, Motulsky AG, Scott CR, Pritchard CC, Walsh T, Burke W, Raskind WH, Byers P, Hisama FM, Nickerson DA, Jarvik GP.","Am J Hum Genet. 2013 Oct 3;93(4):631-40. doi: 10.1016/j.ajhg.2013.08.006. Epub 2013 Sep 19.","Dorschner MO","Am J Hum Genet","2013","2013/09/24","PMC3791261","","10.1016/j.ajhg.2013.08.006"
"24051479","Opportunities for genomic clinical decision support interventions","Overby CL, Kohane I, Kannry JL, Williams MS, Starren J, Bottinger E, Gottesman O, Denny JC, Weng C, Tarczy-Hornoch P, Hripcsak G.","Genet Med. 2013 Oct;15(10):817-23. doi: 10.1038/gim.2013.128. Epub 2013 Sep 19.","Overby CL","Genet Med","2013","2013/09/21","PMC3858176","NIHMS528676","10.1038/gim.2013.128"
"24046092","Mendelian forms of structural cardiovascular disease","MacRae CA.","Curr Cardiol Rep. 2013 Oct;15(10):399. doi: 10.1007/s11886-013-0399-6.","MacRae CA","Curr Cardiol Rep","2013","2013/09/19","PMC3884814","NIHMS525587","10.1007/s11886-013-0399-6"
"24033266","A systematic approach to assessing the clinical significance of genetic variants","Duzkale H, Shen J, McLaughlin H, Alfares A, Kelly MA, Pugh TJ, Funke BH, Rehm HL, Lebo MS.","Clin Genet. 2013 Nov;84(5):453-63. doi: 10.1111/cge.12257.","Duzkale H","Clin Genet","2013","2013/09/17","PMC3995020","NIHMS566009","10.1111/cge.12257"
"24030437","Stakeholder engagement: a key component of integrating genomic information into electronic health records","Hartzler A, McCarty CA, Rasmussen LV, Williams MS, Brilliant M, Bowton EA, Clayton EW, Faucett WA, Ferryman K, Field JR, Fullerton SM, Horowitz CR, Koenig BA, McCormick JB, Ralston JD, Sanderson SC, Smith ME, Trinidad SB.","Genet Med. 2013 Oct;15(10):792-801. doi: 10.1038/gim.2013.127. Epub 2013 Sep 12.","Hartzler A","Genet Med","2013","2013/09/14","PMC3909653","NIHMS547236","10.1038/gim.2013.127"
"24030435","Minimizing liability risks under the ACMG recommendations for reporting incidental findings in clinical exome and genome sequencing","Evans BJ.","Genet Med. 2013 Dec;15(12):915-20. doi: 10.1038/gim.2013.135. Epub 2013 Sep 12.","Evans BJ","Genet Med","2013","2013/09/14","PMC3892767","NIHMS542157","10.1038/gim.2013.135"
"24030434","Ethical, legal, and social implications of incorporating genomic information into electronic health records","Hazin R, Brothers KB, Malin BA, Koenig BA, Sanderson SC, Rothstein MA, Williams MS, Clayton EW, Kullo IJ.","Genet Med. 2013 Oct;15(10):810-6. doi: 10.1038/gim.2013.117. Epub 2013 Sep 12.","Hazin R","Genet Med","2013","2013/09/14","PMC3926430","NIHMS546863","10.1038/gim.2013.117"
"24003856","Communicating genetic risk information for common disorders in the era of genomic medicine","Lautenbach DM, Christensen KD, Sparks JA, Green RC.","Annu Rev Genomics Hum Genet. 2013;14:491-513. doi: 10.1146/annurev-genom-092010-110722.","Lautenbach DM","Annu Rev Genomics Hum Genet","2013","2013/09/06","PMC3862080","NIHMS471628","10.1146/annurev-genom-092010-110722"
"23966249","Using AD biomarker research results for clinical care: a survey of ADNI investigators","Shulman MB, Harkins K, Green RC, Karlawish J.","Neurology. 2013 Sep 24;81(13):1114-21. doi: 10.1212/WNL.0b013e3182a55f4a. Epub 2013 Aug 21.","Shulman MB","Neurology","2013","2013/08/23","PMC3795601","","10.1212/WNL.0b013e3182a55f4a"
"23917282","Return of secondary genomic findings vs patient autonomy: implications for medical care","Klitzman R, Appelbaum PS, Chung W.","JAMA. 2013 Jul 24;310(4):369-70. doi: 10.1001/jama.2013.41709.","Klitzman R","JAMA","2013","2013/08/07","PMC3800693","NIHMS516204","10.1001/jama.2013.41709"
"23917280","Reporting genomic sequencing results to ordering clinicians: incidental, but not exceptional","Green RC, Lupski JR, Biesecker LG.","JAMA. 2013 Jul 24;310(4):365-6. doi: 10.1001/jama.2013.41703.","Green RC","JAMA","2013","2013/08/07","PMC3963427","NIHMS560616","10.1001/jama.2013.41703"
"23907645","Recommendations for returning genomic incidental findings? We need to talk!","Burke W, Antommaria AH, Bennett R, Botkin J, Clayton EW, Henderson GE, Holm IA, Jarvik GP, Khoury MJ, Knoppers BM, Press NA, Ross LF, Rothstein MA, Saal H, Uhlmann WR, Wilfond B, Wolf SM, Zimmern R.","Genet Med. 2013 Nov;15(11):854-9. doi: 10.1038/gim.2013.113. Epub 2013 Aug 1.","Burke W","Genet Med","2013","2013/08/03","PMC3832423","NIHMS525096","10.1038/gim.2013.113"
"23875796","Return of individual research results and incidental findings: facing the challenges of translational science","Wolf SM.","Annu Rev Genomics Hum Genet. 2013;14:557-77. doi: 10.1146/annurev-genom-091212-153506. Epub 2013 Jul 15.","Wolf SM","Annu Rev Genomics Hum Genet","2013","2013/07/24","PMC4452115","NIHMS594614","10.1146/annurev-genom-091212-153506"
"23846343","Stakeholders' opinions on the implementation of pediatric whole exome sequencing: implications for informed consent","Levenseller BL, Soucier DJ, Miller VA, Harris D, Conway L, Bernhardt BA.","J Genet Couns. 2014 Aug;23(4):552-65. doi: 10.1007/s10897-013-9626-y. Epub 2013 Jul 12.","Levenseller BL","J Genet Couns","2014","2013/07/13","PMC3849137","NIHMS505105","10.1007/s10897-013-9626-y"
"23842918","Incidental findings in the era of whole genome sequencing?","Parens E, Appelbaum P, Chung W.","Hastings Cent Rep. 2013 Jul-Aug;43(4):16-9. doi: 10.1002/hast.189.","Parens E","Hastings Cent Rep","2013","2013/07/12","PMC3767184","NIHMS504803","10.1002/hast.189"
"23808097","The changing landscape of carrier screening: expanding technology and options?","McGowan ML, Cho D, Sharp RR.","Health Matrix Clevel. 2013 Spring;23(1):15-33.","McGowan ML","Health Matrix Clevel","2013","2013/07/02","PMC4120890","NIHMS474607",""
"23807616","Researchers' views on return of incidental genomic research results: qualitative and quantitative findings","Klitzman R, Appelbaum PS, Fyer A, Martinez J, Buquez B, Wynn J, Waldman CR, Phelan J, Parens E, Chung WK.","Genet Med. 2013 Nov;15(11):888-95. doi: 10.1038/gim.2013.87. Epub 2013 Jun 27.","Klitzman R","Genet Med","2013","2013/06/29","PMC3823712","NIHMS500666","10.1038/gim.2013.87"
"23788249","ACMG recommendations for reporting of incidental findings in clinical exome and genome sequencing","Green RC, Berg JS, Grody WW, Kalia SS, Korf BR, Martin CL, McGuire AL, Nussbaum RL, O'Daniel JM, Ormond KE, Rehm HL, Watson MS, Williams MS, Biesecker LG; American College of Medical Genetics and Genomics.","Genet Med. 2013 Jul;15(7):565-74. doi: 10.1038/gim.2013.73. Epub 2013 Jun 20.","Green RC","Genet Med","2013","2013/06/22","PMC3727274","NIHMS488659","10.1038/gim.2013.73"
"23727081","Variants in PPP3R1 and MAPT are associated with more rapid functional decline in Alzheimer's disease: the Cache County Dementia Progression Study","Peterson D, Munger C, Crowley J, Corcoran C, Cruchaga C, Goate AM, Norton MC, Green RC, Munger RG, Breitner JC, Welsh-Bohmer KA, Lyketsos C, Tschanz J, Kauwe JS; Alzheimer's Disease Neuroimaging Initiative.","Alzheimers Dement. 2014 May;10(3):366-71. doi: 10.1016/j.jalz.2013.02.010. Epub 2013 May 30.","Peterson D","Alzheimers Dement","2014","2013/06/04","PMC3809344","NIHMS453316","10.1016/j.jalz.2013.02.010"
"23722871","Return of incidental findings in genomic medicine: measuring what patients value--development of an instrument to measure preferences for information from next-generation testing (IMPRINT)","Bennette CS, Trinidad SB, Fullerton SM, Patrick D, Amendola L, Burke W, Hisama FM, Jarvik GP, Regier DA, Veenstra DL.","Genet Med. 2013 Nov;15(11):873-81. doi: 10.1038/gim.2013.63. Epub 2013 May 30.","Bennette CS","Genet Med","2013","2013/06/01","PMC3823641","NIHMS518775","10.1038/gim.2013.63"
"23686341","Point-counterpoint. Patient autonomy and incidental findings in clinical genomics","Wolf SM, Annas GJ, Elias S.","Science. 2013 May 31;340(6136):1049-50. doi: 10.1126/science.1239119. Epub 2013 May 16.","Wolf SM","Science","2013","2013/05/21","PMC3721305","NIHMS487069","10.1126/science.1239119"
"23686340","Point-counterpoint. Ethics and genomic incidental findings","McGuire AL, Joffe S, Koenig BA, Biesecker BB, McCullough LB, Blumenthal-Barby JS, Caulfield T, Terry SF, Green RC.","Science. 2013 May 31;340(6136):1047-8. doi: 10.1126/science.1240156. Epub 2013 May 16.","McGuire AL","Science","2013","2013/05/21","PMC3772710","NIHMS487123","10.1126/science.1240156"
"23665959","De novo mutations in histone-modifying genes in congenital heart disease","Zaidi S, Choi M, Wakimoto H, Ma L, Jiang J, Overton JD, Romano-Adesman A, Bjornson RD, Breitbart RE, Brown KK, Carriero NJ, Cheung YH, Deanfield J, DePalma S, Fakhro KA, Glessner J, Hakonarson H, Italia MJ, Kaltman JR, Kaski J, Kim R, Kline JK, Lee T, Leipzig J, Lopez A, Mane SM, Mitchell LE, Newburger JW, Parfenov M, Pe'er I, Porter G, Roberts AE, Sachidanandam R, Sanders SJ, Seiden HS, State MW, Subramanian S, Tikhonova IR, Wang W, Warburton D, White PS, Williams IA, Zhao H, Seidman JG, Brueckner M, Chung WK, Gelb BD, Goldmuntz E, Seidman CE, Lifton RP.","Nature. 2013 Jun 13;498(7453):220-3. doi: 10.1038/nature12141. Epub 2013 May 12.","Zaidi S","Nature","2013","2013/05/14","PMC3706629","NIHMS483564","10.1038/nature12141"
"23639901","Experiences and attitudes of genome investigators regarding return of individual genetic test results","Ramoni RB, McGuire AL, Robinson JO, Morley DS, Plon SE, Joffe S.","Genet Med. 2013 Nov;15(11):882-7. doi: 10.1038/gim.2013.58. Epub 2013 May 2.","Ramoni RB","Genet Med","2013","2013/05/04","PMC4143384","NIHMS536470","10.1038/gim.2013.58"
"23619276","Self-guided management of exome and whole-genome sequencing results: changing the results return model","Yu JH, Jamal SM, Tabor HK, Bamshad MJ.","Genet Med. 2013 Sep;15(9):684-90. doi: 10.1038/gim.2013.35. Epub 2013 Apr 25.","Yu JH","Genet Med","2013","2013/04/27","PMC4010112","NIHMS538331","10.1038/gim.2013.35"
"23590744","Laboratory specimens and genetic privacy: evolution of legal theory","Lewis MH.","J Law Med Ethics. 2013 Mar;41 Suppl 1:65-8. doi: 10.1111/jlme.12042.","Lewis MH","J Law Med Ethics","2013","2013/04/18","","","10.1111/jlme.12042"
"23595601","Management of incidental findings in clinical genomic sequencing","Krier JB, Green RC.","Curr Protoc Hum Genet. 2013;Chapter 9:Unit9.23. doi: 10.1002/0471142905.hg0923s77.","Krier JB","Curr Protoc Hum Genet","2013","2013/04/19","PMC3763715","NIHMS498107","10.1002/0471142905.hg0923s77"
"23589535","Expanded carrier screening in reproductive healthcare: perspectives from genetics professionals","Cho D, McGowan ML, Metcalfe J, Sharp RR.","Hum Reprod. 2013 Jun;28(6):1725-30. doi: 10.1093/humrep/det091. Epub 2013 Apr 14.","Cho D","Hum Reprod","2013","2013/04/17","PMC3657126","","10.1093/humrep/det091"
"23571582","The indispensable role of professional judgment in genomic medicine","McGuire AL, McCullough LB, Evans JP.","JAMA. 2013 Apr 10;309(14):1465-6. doi: 10.1001/jama.2013.1438.","McGuire AL","JAMA","2013","2013/04/11","PMC3760691","NIHMS500676","10.1001/jama.2013.1438"
"23558254","Description and pilot results from a novel method for evaluating return of incidental findings from next-generation sequencing technologies","Goddard KA, Whitlock EP, Berg JS, Williams MS, Webber EM, Webster JA, Lin JS, Schrader KA, Campos-Outcalt D, Offit K, Feigelson HS, Hollombe C.","Genet Med. 2013 Sep;15(9):721-8. doi: 10.1038/gim.2013.37. Epub 2013 Apr 4.","Goddard KA","Genet Med","2013","2013/04/06","PMC3927794","NIHMS528571","10.1038/gim.2013.37"
"23448723","Managing incidental genomic findings: legal obligations of clinicians","Clayton EW, Haga S, Kuszler P, Bane E, Shutske K, Burke W.","Genet Med. 2013 Aug;15(8):624-9. doi: 10.1038/gim.2013.7. Epub 2013 Feb 28.","Clayton EW","Genet Med","2013","2013/03/02","PMC3805501","NIHMS513422","10.1038/gim.2013.7"
